行政區,院所,機構類別,院所名稱,地址,緯度,經度,電話,語音預約,緯度.1,經度.1,district
63000020,診所,基層診所,張育驍診所,臺北市信義區吳興街467巷2弄6號1樓,25.0238287,121.5694373,(02)27296611,,25.0238287,121.5694373,信義區
63000020,診所,基層診所,黃啟彰診所,臺北市信義區松山路261-1號,25.0438009,121.578016,(02)27696218,,25.0438009,121.578016,信義區
63000030,醫院,醫學中心,國泰醫療財團法人國泰綜合醫院,臺北市大安區仁愛路四段280號,25.0364269,121.5547681,(02)27082121,,25.0364269,121.5547681,大安區
63000030,醫院,區域-院區,臺北市立聯合醫院仁愛院區,臺北市大安區仁愛路四段10號,25.037298,121.5453853,(02)27093600,,25.037298,121.5453853,大安區
63000030,醫院,地區醫院,中山醫療社團法人中山醫院,臺北市大安區仁愛路四段112巷11號,25.036515,121.5499289,(02)27081166,,25.036515,121.5499289,大安區
63000030,診所,門診部,臺北市立聯合醫院附設大安門診部,臺北市大安區辛亥路三段15號1樓,25.021577,121.544274,(02)27390997,,25.021577,121.544274,大安區
63000030,診所,基層診所,小禾馨小兒專科診所,臺北市大安區新生南路三段4號1樓,25.025638,121.534529,(02)23698833,,25.025638,121.534529,大安區
63000030,診所,基層診所,尹書田醫療財團法人書田泌尿科眼科診所,臺北市大安區建國南路二段276號,25.0252194,121.5371884,(02)23690211,,25.0252194,121.5371884,大安區
63000030,診所,基層診所,禾馨新生婦幼診所,臺北市大安區新生南路三段2號,25.0258209,121.534547,(02)23682333,,25.0258209,121.534547,大安區
63000030,診所,基層診所,全家聯合診所,臺北市大安區和平東路二段353號,25.0249137,121.5461966,(02)27067575,,25.0249137,121.5461966,大安區
63000030,診所,基層診所,那明珠診所,臺北市大安區和平東路三段8號,25.0244621,121.5469852,(02)27360589,,25.0244621,121.5469852,大安區
63000030,診所,基層診所,松德診所,臺北市大安區四維路170巷16號1樓,25.0281223,121.5473509,(02)27073326,,25.0281223,121.5473509,大安區
63000030,診所,基層診所,家齡診所,臺北市大安區敦化南路一段191號B1,25.0424571,121.5492637,(02)27211258,,25.0424571,121.5492637,大安區
63000030,診所,基層診所,健華診所,臺北市大安區和平東路二段299號,25.0249641,121.5447751,(02)27072990,,25.0249641,121.5447751,大安區
63000030,診所,基層診所,許靜瑛小兒科診所,臺北市大安區和平東路一段230號1樓,25.0260775,121.5323691,(02)23629088,,25.0260775,121.5323691,大安區
63000030,診所,基層診所,黃文香兒科診所,臺北市大安區忠孝東路四段250號2樓之1,25.0411765,121.5542524,(02)27313305,,25.0411765,121.5542524,大安區
63000030,診所,基層診所,劉建宏診所,臺北市大安區大安路二段139號,25.02855,121.5461772,(02)27002368,,25.02855,121.5461772,大安區
63000040,醫院,醫學中心,台灣基督長老教會馬偕醫療財團法人馬偕紀念醫院,臺北市中山區中山北路二段92號,25.0588457,121.5223977,(02)25433535,,25.0588457,121.5223977,中山區
63000040,醫院,區域醫院,台灣基督長老教會馬偕醫療財團法人馬偕兒童醫院,臺北市中山區中山北路二段92號,25.0588457,121.5223977,(02)25433535,,25.0588457,121.5223977,中山區
63000040,醫院,地區醫院,協和婦女醫院,臺北市中山區松江路85巷5號,25.0503253,121.5339024,(02)25072222,,25.0503253,121.5339024,中山區
63000040,診所,門診部,臺北市立聯合醫院附設中山門診部,臺北市中山區松江路367號1樓,25.0643338,121.5336997,(02)25013363,,25.0643338,121.5336997,中山區
63000040,診所,基層診所,木生婦幼診所,臺北市中山區長安東路二段90號1-4樓,25.0482593,121.5345612,(02)25012312,,25.0482593,121.5345612,中山區
63000040,診所,基層診所,四季和安婦幼診所,臺北市中山區林森北路458號,25.0608794,121.5253564,(02)25677310,,25.0608794,121.5253564,中山區
63000040,診所,基層診所,永育樂群診所,臺北市中山區樂群二路210之2號,25.079518,121.559291,(02)85012268,,25.079518,121.559291,中山區
63000040,診所,基層診所,莊宇龍診所,臺北市中山區北安路637號1樓,25.08373,121.549022,(02)25331255,,25.08373,121.549022,中山區
63000040,診所,基層診所,陳炯輝診所,臺北市中山區民生東路二段103號,25.0581019,121.531288,(02)25221796,,25.0581019,121.531288,中山區
63000040,診所,基層診所,愛鄰診所,臺北市中山區北安路520-1號,25.0796826,121.5461131,(02)25322333,,25.0796826,121.5461131,中山區
63000040,診所,基層診所,寧康聯合診所,臺北市中山區龍江路209巷6-1號,25.0564601,121.540973,(02)25013862,,25.0564601,121.540973,中山區
63000040,診所,基層診所,雙連婦產科小兒科診所,臺北市中山區民生西路30號4樓,25.0576456,121.5217812,(02)25222350,,25.0576456,121.5217812,中山區
63000040,診所,基層診所,綠葉親子診所,臺北市中山區農安街12-1號1樓,25.0648345,121.5237713,(02)25935559,,25.0648345,121.5237713,中山區
63000050,醫院,醫學中心,國?臺灣大學醫學院附設醫院,臺北市中正區中山南路7、8號；常德街1號,25.0402741,121.5191591,(02)23123456,(02)23567890,25.0402741,121.5191591,中正區
63000050,醫院,區域-院區,臺北市立聯合醫院和平院區,臺北市中正區中華路二段33號,25.0353943,121.5071105,(02)23889595,,25.0353943,121.5071105,中正區
63000050,醫院,區域-院區,臺北市立聯合醫院婦幼院區,臺北市中正區福州街12號,25.0289947,121.5192885,(02)23916470,,25.0289947,121.5192885,中正區
63000050,醫院,區域醫院,國?臺灣大學醫學院附設醫院兒童醫院,臺北市中正區中山南路8號,25.0443271,121.518583,(02)23123456,(02)23567890,25.0443271,121.518583,中正區
63000050,診所,門診部,臺北市立聯合醫院附設中正門診部,臺北市中正區牯嶺街24號,25.0304306,121.5160136,(02)23210168,,25.0304306,121.5160136,中正區
63000050,診所,基層診所,小禾馨懷寧小兒專科診所,臺北市中正區重慶南路一段99號2樓,25.043041,121.513371,(02)23110353,,25.043041,121.513371,中正區
63000050,診所,基層診所,禾馨婦產科診所,臺北市中正區懷寧街78號1樓,25.0432027,121.5139338,(02)23612323,,25.0432027,121.5139338,中正區
63000050,診所,基層診所,朱小兒科診所,臺北市中正區汀州路二段220號,25.022065,121.5240207,(02)23651810,,25.022065,121.5240207,中正區
63000050,診所,基層診所,周正成小兒科診所,臺北市中正區徐州路24號,25.0406064,121.5233726,(02)23516830,,25.0406064,121.5233726,中正區
63000060,醫院,區域-院區,臺北市立聯合醫院中興院區,臺北市大同區鄭州路145號,25.0513086,121.5087132,(02)25523234,,25.0513086,121.5087132,大同區
63000060,診所,門診部,臺北市立聯合醫院附設大同門診部,臺北市大同區昌吉街52號1樓,25.0656996,121.5162533,(02)25948971,,25.0656996,121.5162533,大同區
63000060,診所,基層診所,寧夏診所,臺北市大同區民生西路236號1樓,25.0569008,121.5144381,(02)25586060,,25.0569008,121.5144381,大同區
63000060,診所,基層診所,澤康診所,臺北市大同區重慶北路三段71號,25.0663565,121.5139452,(02)25960922,,25.0663565,121.5139452,大同區
63000060,診所,基層診所,羅源彰診所,臺北市大同區長安西路137號,25.0514479,121.515086,(02)25552500,,25.0514479,121.515086,大同區
63000060,診所,基層診所,悅昇診所,臺北市大同區錦西街50-1號,25.060251,121.519998,(02)25502664,,25.060251,121.519998,大同區
63000070,醫院,地區醫院,國立臺灣大學醫學院附設醫院北護分院,臺北市萬華區內江街87號,25.0416765,121.5035547,(02)23717101,,25.0416765,121.5035547,萬華區
63000070,醫院,地區醫院,西園醫療社團法人西園醫院,臺北市萬華區西園路二段270號,25.0277299,121.4943799,(02)23076968,,25.0277299,121.4943799,萬華區
63000070,診所,門診部,臺北市立聯合醫院附設萬華門診部,臺北市萬華區東園街152號,25.0232014,121.4976402,(02)23395383,,25.0232014,121.4976402,萬華區
63000070,診所,基層診所,快樂兒童診所,臺北市萬華區寶興街121號,25.0251946,121.4948419,(02)23328610,,25.0251946,121.4948419,萬華區
63000070,診所,基層診所,青年診所,臺北市萬華區中華路二段424號,25.0275478,121.506136,(02)23032450,,25.0275478,121.506136,萬華區
63000070,診所,基層診所,漢宗小兒科診所,臺北市萬華區中華路二段434號,25.027104,121.5064733,(02)23039022,,25.027104,121.5064733,萬華區
63000080,醫院,醫學中心,臺北市立萬芳醫院-委託臺北醫學大學辦理,臺北市文山區興隆路三段111號,25.0004801,121.5584967,(02)29307930,,25.0004801,121.5584967,文山區
63000080,診所,門診部,臺北市立聯合醫院附設政大門診部,臺北市文山區指南路二段117號,24.9876129,121.5765374,(02)82377441,,24.9876129,121.5765374,文山區
63000080,診所,基層診所,佳鴻診所,臺北市文山區羅斯福路六段256號1樓,24.9918649,121.540178,(02)29333096,,24.9918649,121.540178,文山區
63000080,診所,基層診所,屈銘軒小兒科診所,臺北市文山區興隆路二段301巷4-2號,25.0017769,121.5535166,(02)29308518,,25.0017769,121.5535166,文山區
63000080,診所,基層診所,林建輝小兒科診所,臺北市文山區興隆路二段70號1樓,24.9997064,121.5479708,(02)29334933,,24.9997064,121.5479708,文山區
63000080,診所,基層診所,洪佑承小兒專科診所,臺北市文山區興隆路四段64-2號1樓,24.9850176,121.5613698,(02)29364708,,24.9850176,121.5613698,文山區
63000080,診所,基層診所,徐慧玲診所,臺北市文山區興隆路四段97號,24.9884068,121.5604923,(02)22340000,,24.9884068,121.5604923,文山區
63000080,診所,基層診所,黃偉志小兒科診所,臺北市文山區萬慶街12號,24.9923978,121.5401245,(02)29354556,,24.9923978,121.5401245,文山區
63000080,診所,基層診所,葉洪小兒科診所,臺北市文山區興隆路三段202號,24.9977567,121.5589315,(02)22300055,,24.9977567,121.5589315,文山區
63000080,診所,基層診所,德安小兒科診所,臺北市文山區興隆路四段6-10號1樓,24.9860185,121.5609538,(02)29395299,,24.9860185,121.5609538,文山區
63000080,診所,基層診所,興隆內科小兒科診所,臺北市文山區興隆路二段17號,24.99891,121.5454169,(02)29311736,,24.99891,121.5454169,文山區
63000090,醫院,區域-院區,臺北市立聯合醫院忠孝院區,臺北市南港區同德路87號,25.0465997,121.5861422,(02)27861288,,25.0465997,121.5861422,南港區
63000090,診所,門診部,臺北市立聯合醫院附設南港門診部,臺北市南港區南港路一段360號1樓,25.0547158,121.6068266,(02)27868756,,25.0547158,121.6068266,南港區
63000090,診所,基層診所,友力耳鼻喉科診所,臺北市南港區中坡北路12號1樓,25.044711,121.5815825,(02)27853913,,25.044711,121.5815825,南港區
63000090,診所,基層診所,天仁小兒科診所,臺北市南港區成福路21號,25.0448163,121.5867293,(02)27862687,,25.0448163,121.5867293,南港區
63000090,診所,基層診所,天仁健康診所,臺北市南港區成福路21號,25.0448163,121.5867293,(02)27862687,,25.0448163,121.5867293,南港區
63000090,診所,基層診所,永育醫療福德診所,臺北市南港區福德街320號,25.039477,121.5878487,(02)27850700,,25.039477,121.5878487,南港區
63000090,診所,基層診所,李文珍小兒科診所,臺北市南港區研究院路二段74號,25.0455491,121.6151031,(02)26511871,,25.0455491,121.6151031,南港區
63000090,診所,基層診所,義仁兒科診所,臺北市南港區玉成街138號1樓,25.0450264,121.5831839,(02)26515929,,25.0450264,121.5831839,南港區
63000090,診所,基層診所,維康診所,臺北市南港區研究院路二段84巷1號1樓,25.0453206,121.6151986,(02)26517748,,25.0453206,121.6151986,南港區
63000090,診所,基層診所,蔣小兒科診所,臺北市南港區玉成街166巷30號1樓,25.0439359,121.583312,(02)26513761,,25.0439359,121.583312,南港區
63000100,診所,基層診所,謝小兒科診所,臺北市內湖區東湖路147號2樓,25.0681719,121.6172215,(02)26334535,,25.0681719,121.6172215,內湖區
63000100,醫院,醫學中心,三軍總醫院附設民眾診療服務處,臺北市內湖區成功路二段325號,25.0733691,121.5959272,(02)87923311,,25.0733691,121.5959272,內湖區
63000100,醫院,地區醫院,中國醫藥大學附設醫院臺北分院,臺北市內湖區內湖路二段360號,25.082146,121.5907328,(02)27919696,,25.082146,121.5907328,內湖區
63000100,醫院,地區醫院,康寧醫療財團法人康寧醫院,臺北市內湖區成功路五段420巷26號,25.0756867,121.608877,(02)26345500,,25.0756867,121.608877,內湖區
63000100,診所,門診部,臺北市立聯合醫院附設內湖門診部,臺北市內湖區民權東路六段99號之1,25.0693633,121.5889951,(02)27908387,,25.0693633,121.5889951,內湖區
63000100,診所,基層診所,小禾馨民權小兒專科診所,臺北市內湖區行忠路191號1樓,25.0674958,121.5817825,(02)55713333,,25.0674958,121.5817825,內湖區
63000100,診所,基層診所,永育醫療大湖診所,臺北市內湖區成功路四段366號,25.0848303,121.6004361,(02)27906002,,25.0848303,121.6004361,內湖區
63000100,診所,基層診所,禾馨民權婦幼診所,臺北市內湖區民權東路六段42號2樓,25.0674957,121.5816723,(02)55713333,,25.0674957,121.5816723,內湖區
63000100,診所,基層診所,國泰醫療財團法人內湖國泰診所,臺北市內湖區瑞光路337號C棟,25.0778823,121.5754083,(02)87972121,,25.0778823,121.5754083,內湖區
63000100,診所,基層診所,康樂診所,臺北市內湖區康樂街80號、82號、84號,25.0702234,121.6188311,(02)26308800,,25.0702234,121.6188311,內湖區
63000100,診所,基層診所,焉醫師診所,臺北市內湖區內湖路二段21號,25.0788586,121.5795351,(02)27995008,,25.0788586,121.5795351,內湖區
63000100,診所,基層診所,湖欣診所,臺北市內湖區成功路四段327號,25.0845096,121.598994,(02)27918350,,25.0845096,121.598994,內湖區
63000100,診所,基層診所,劉淦華診所,臺北市內湖區金龍路43號,25.0848929,121.5938985,(02)27905374,,25.0848929,121.5938985,內湖區
63000100,診所,基層診所,魏穀年診所,臺北市內湖區內湖路一段403號,25.0818086,121.5705513,(02)26572691,,25.0818086,121.5705513,內湖區
63000100,診所,基層診所,佳霖診所,臺北市內湖區東湖路147號2樓,25.0681719,121.6172215,(02)26334535,,25.0681719,121.6172215,內湖區
63000100,診所,基層診所,大湖診所,臺北市內湖區成功路四段366號,25.0848303,121.6004361,(02)27906002,,25.0848303,121.6004361,內湖區
63000110,醫院,醫學中心,新光醫療財團法人新光吳火獅紀念醫院,臺北市士林區文昌路95號,25.0964085,121.520938,(02)28332211,,25.0964085,121.520938,士林區
63000110,醫院,區域-院區,臺北市立聯合醫院陽明院區,臺北市士林區雨聲街105號,25.1051369,121.5318912,(02)28353456,,25.1051369,121.5318912,士林區
63000110,診所,門診部,臺北市立聯合醫院附設士林門診部,臺北市士林區中正路439號1樓,25.0928085,121.5197824,(02)28836268,,25.0928085,121.5197824,士林區
63000110,診所,基層診所,士林小兒科診所,臺北市士林區中正路249號,25.0950678,121.5253681,(02)28812485,,25.0950678,121.5253681,士林區
63000110,診所,基層診所,小禾馨士林小兒專科診所,臺北市士林區中正路289號,25.0946897,121.5239291,(02)28827333,,25.0946897,121.5239291,士林區
63000110,診所,基層診所,存德小兒科診所,臺北市士林區文林路460號,25.0956489,121.5246179,(02)28342567,,25.0956489,121.5246179,士林區
63000110,診所,基層診所,李世澤小兒科內科診所,臺北市士林區社子街67號,25.0874978,121.5066888,(02)28111472,,25.0874978,121.5066888,士林區
63000110,診所,基層診所,貝爾診所,臺北市士林區中山北路七段82巷9號1樓,25.1213403,121.5324541,(02)28729980,,25.1213403,121.5324541,士林區
63000110,診所,基層診所,佩佩婦幼診所,臺北市士林區中山北路六段182號,25.1075469,121.5252705,(02)28386262,,25.1075469,121.5252705,士林區
63000110,診所,基層診所,科安診所,臺北市士林區社中街116號,25.0898456,121.5104206,(02)28110699,,25.0898456,121.5104206,士林區
63000110,診所,基層診所,張虔熙小兒科診所,臺北市士林區中山北路六段282號,25.1101049,121.5256499,(02)28361368,,25.1101049,121.5256499,士林區
63000110,診所,基層診所,愛林診所,臺北市士林區承德路四段222號,25.0884766,121.5215108,(02)28836881,,25.0884766,121.5215108,士林區
63000110,診所,基層診所,樹爸爸親子診所,臺北市士林區德行東路286號,25.1099779,121.5360119,(02)28381838,,25.1099779,121.5360119,士林區
63000110,診所,基層診所,蘇慧卿診所,臺北市士林區大南路274號,25.0887571,121.5197184,(02)28829955,,25.0887571,121.5197184,士林區
63000120,醫院,醫學中心,臺北榮民總醫院,臺北市北投區石牌路二段201號,25.1208483,121.5227627,(02)28712121,,25.1208483,121.5227627,北投區
63000120,醫院,區域醫院,振興醫療財團法人振興醫院,臺北市北投區振興路45號,25.1151759,121.515018,(02)28264400,,25.1151759,121.515018,北投區
63000120,醫院,地區醫院,臺北市立關渡醫院-委託臺北榮民總醫院經營,臺北市北投區知行路225巷12號,25.1206037,121.4661496,(02)28587000,,25.1206037,121.4661496,北投區
63000120,診所,門診部,臺北市立聯合醫院附設北投門診部,臺北市北投區新市街30號5樓,25.1328136,121.5026592,(02)28912670,,25.1328136,121.5026592,北投區
63000120,診所,基層診所,台北欣安耳鼻喉科診所,臺北市北投區石牌路一段152號,25.1142258,121.5131469,(02)28210501,,25.1142258,121.5131469,北投區
63000120,診所,基層診所,何叔芳小兒科診所,臺北市北投區石牌路二段90巷12號1樓,25.1170183,121.5168939,(02)28206886,,25.1170183,121.5168939,北投區
63000120,診所,基層診所,宏恩兒科診所,臺北市北投區致遠一路二段99號1樓,25.1128924,121.5129316,(02)28271110,,25.1128924,121.5129316,北投區
63000120,診所,基層診所,李伯匯小兒科診所,臺北市北投區石牌路一段93號1樓,25.1139611,121.5117188,(02)28221212,,25.1139611,121.5117188,北投區
63000120,診所,基層診所,昱德聯合診所,臺北市北投區光明路102號1樓,25.1330638,121.5012176,(02)28975050,,25.1330638,121.5012176,北投區
63000120,診所,基層診所,清田婦產科家醫科診所,臺北市北投區中和街268號,25.140165,121.500704,(02)28931323,,25.140165,121.500704,北投區
63000120,診所,基層診所,陳信方小兒科診所,臺北市北投區明德路106號,25.1097302,121.5197291,(02)28201068,,25.1097302,121.5197291,北投區
63000120,診所,基層診所,陳柏宏親子診所,臺北市北投區明德路124號,25.1100718,121.5204832,(02)28225257,,25.1100718,121.5204832,北投區
63000120,診所,基層診所,陳獻明小兒科診所,臺北市北投區中央南路一段69號1樓,25.1314836,121.5013446,(02)28928950,,25.1314836,121.5013446,北投區
63000120,診所,基層診所,黃正宏診所,臺北市北投區西安街一段359號,25.1142978,121.5152956,(02)28217076,,25.1142978,121.5152956,北投區
63000120,診所,基層診所,黃浩魁小兒科診所,臺北市北投區中央北路一段168號,25.135683,121.498289,(02)28983256,,25.135683,121.498289,北投區
63000120,診所,基層診所,蔡秉勳小兒科診所,臺北市北投區中和街281號,25.1402779,121.5003609,(02)28966525,,25.1402779,121.5003609,北投區
